Output for File: data/1990 US Census/Dataset.data
Correlation Matrix:

        x0    x1    x2    x3    x4    x5    x6    x7    x8    x9    x10   x11   x12   x13   x14   x15   x16   x17   x18   x19   x20   x21   x22   x23   x24   x25   x26   x27   x28   x29   x30   x31   x32   x33   x34   x35   x36   x37   x38   x39   x40   x41   x42   x43   x44   x45   x46   x47   x48   x49   x50   x51   x52   x53   x54   x55   x56   x57   x58   x59   x60   x61   x62   x63   x64   x65   x66   x67   x68   x69   x70   x71   x72   x73   x74   x75   x76   x77   x78   x79   x80   x81   x82   x83   x84   x85   x86   x87   x88   x89   x90   x91   x92   x93   x94   x95   x96   x97   x98   x99   x100  x101  x102  x103  x104  x105  x106  x107  x108  x109  x110  x111  x112  x113  x114  x115  x116  x117  x118  x119  x120  x121  x122  x123  x124  x125  x126  x127  x128  x129  x130  x131  x132  x133  x134  x135  x136  x137  
x42:   0.00 -0.03  0.05  0.05  0.06  0.00  0.00  0.00  0.00 -0.27  0.27  0.10  0.02 -0.10 -0.07 -0.14 -0.15 -0.44 -0.14 -0.19  0.49  0.26 -0.16  0.15  0.42  0.36  0.18 -0.34  0.09  0.59  0.33 -0.73  0.93  0.14  0.95 -1.00  0.37 -0.73 -0.47 -0.71  0.01 -0.19  1.00  0.11  0.01 -0.11 -0.06 -0.15 -0.16  0.45 -0.45  0.18 -0.18 -0.70 -0.52  0.95  0.37  0.06 -0.20  0.20 -0.33  0.33  0.00  0.00  0.00  0.00  0.17 -0.20 -0.09  0.08 -0.03 -0.02  0.00  0.11  0.01 -0.11 -0.06 -0.15  0.14 -0.01 -0.11 -0.08 -0.16  0.10  0.02 -0.10 -0.05 -0.14  0.16 -0.16  0.49  0.30  0.41 -0.41 -0.36 -0.12 -0.30  0.51 -0.51 -0.75  0.43 -0.44  0.33 -0.37 -0.62 -0.54 -0.75  0.18 -0.10 -0.11  0.01 -0.15 -0.14 -0.12 -0.13 -0.12 -0.12 -0.07 -0.09 -0.09 -0.13 -0.11 -0.08 -0.18 -0.19 -0.18  0.04 -0.19 -0.03  0.03 -0.02 -0.02 -0.05 -0.05  0.02  0.10 -0.02  0.13 
x43:   0.15 -0.01 -0.06 -0.06 -0.06  0.00  0.00  0.00  0.00  0.00  0.00  0.99 -0.73 -0.53 -0.20 -0.25 -0.21 -0.33 -0.26  0.19  0.23 -0.34  0.58 -0.40 -0.01  0.05 -0.39  0.55 -0.49  0.09  0.00 -0.07  0.16 -0.05  0.11 -0.11  0.00 -0.03 -0.51 -0.37 -0.01  0.39  0.11  1.00 -0.74 -0.54 -0.21 -0.25 -0.21  0.15 -0.15 -0.27  0.27  0.30 -0.50  0.11  0.00 -0.06  0.02 -0.02  0.27 -0.27  0.00  0.00  0.00  0.00 -0.08  0.15  0.00  0.08 -0.04 -0.10  0.04  1.00 -0.74 -0.54 -0.21 -0.25  0.97 -0.72 -0.53 -0.21 -0.24  0.90 -0.71 -0.50 -0.18 -0.24  0.21 -0.21  0.08  0.07 -0.34  0.34  0.35  0.32  0.19  0.50 -0.50 -0.43  0.43 -0.46  0.29 -0.36 -0.38 -0.35 -0.43 -0.02  0.01  0.01 -0.02  0.04  0.02  0.01  0.02  0.01 -0.05 -0.07  0.00 -0.04  0.02  0.00  0.04  0.06  0.05  0.02 -0.03  0.00 -0.10 -0.09 -0.04 -0.07 -0.03  0.03  0.03 -0.04  0.02  0.04 
x44:  -0.09  0.00  0.06  0.06  0.06  0.00  0.00  0.00  0.00 -0.16  0.16 -0.73  0.99 -0.06 -0.02 -0.01 -0.03  0.11  0.20 -0.15 -0.08  0.25 -0.41  0.47  0.09 -0.03  0.33 -0.48  0.57  0.07  0.04 -0.01 -0.05  0.07  0.03 -0.01 -0.03 -0.03  0.20  0.14 -0.01 -0.21  0.01 -0.74  1.00 -0.06 -0.02 -0.02 -0.03 -0.01  0.01  0.05 -0.05 -0.14  0.15  0.03 -0.03  0.06  0.03 -0.03 -0.20  0.20  0.00  0.00  0.00  0.00  0.09 -0.09  0.01 -0.11 -0.01  0.07 -0.03 -0.74  1.00 -0.06 -0.02 -0.02 -0.67  0.98 -0.06 -0.01 -0.02 -0.74  0.97 -0.06 -0.02 -0.02  0.03 -0.03  0.04  0.01  0.09 -0.09 -0.13 -0.09 -0.06 -0.15  0.15  0.12 -0.10  0.11 -0.12  0.16  0.08  0.17  0.12  0.06  0.01 -0.06  0.00 -0.09 -0.08 -0.07 -0.07 -0.05  0.03 -0.03 -0.04 -0.03 -0.07 -0.05 -0.07 -0.12 -0.11 -0.10  0.03 -0.09  0.09  0.00  0.01  0.01 -0.02 -0.07 -0.06  0.06 -0.03  0.03 
x45:  -0.09  0.02 -0.02 -0.02 -0.02  0.00  0.00  0.00  0.00  0.13 -0.13 -0.52 -0.06  0.99 -0.02 -0.02 -0.02  0.33  0.10 -0.12 -0.16  0.17 -0.33  0.03 -0.04 -0.01  0.14 -0.25  0.02 -0.13 -0.04  0.10 -0.13 -0.02 -0.11  0.11 -0.02  0.06  0.41  0.31  0.01 -0.30 -0.11 -0.54 -0.06  1.00 -0.02 -0.02 -0.02 -0.15  0.15  0.24 -0.24 -0.25  0.45 -0.11 -0.02 -0.02 -0.11  0.11 -0.08  0.08  0.00  0.00  0.00  0.00 -0.06 -0.13 -0.02  0.04  0.00  0.11 -0.02 -0.54 -0.06  1.00 -0.02 -0.02 -0.57 -0.06  0.99 -0.02 -0.02 -0.38 -0.06  0.94 -0.02 -0.02  0.02 -0.02 -0.13 -0.07  0.32 -0.32 -0.31 -0.33 -0.14 -0.44  0.44  0.36 -0.41  0.44 -0.20  0.24  0.36  0.21  0.36  0.06 -0.03 -0.05 -0.01 -0.07 -0.06 -0.05 -0.06 -0.08 -0.08  0.03 -0.08 -0.06 -0.06 -0.07 -0.09 -0.06 -0.06 -0.03 -0.02 -0.02 -0.08  0.02 -0.08 -0.07 -0.08 -0.09 -0.04  0.01 -0.05 -0.08 
x46:  -0.09  0.00  0.06  0.06  0.06  0.00  0.00  0.00  0.00  0.08 -0.08 -0.21 -0.02 -0.02  0.99  0.09  0.11  0.01  0.06  0.09 -0.12  0.13 -0.07  0.00 -0.08 -0.03  0.13 -0.02  0.01 -0.14  0.01  0.00 -0.03  0.03 -0.12  0.06  0.15 -0.02  0.13  0.07  0.02 -0.02 -0.06 -0.21 -0.02 -0.02  1.00  0.09  0.10 -0.11  0.11  0.20 -0.20 -0.04  0.13 -0.12  0.15  0.06  0.08 -0.08 -0.12  0.12  0.00  0.00  0.00  0.00  0.08  0.02  0.01 -0.01  0.00 -0.08  0.02 -0.21 -0.02 -0.02  1.00  0.09 -0.22 -0.02 -0.02  0.98  0.07 -0.16 -0.01 -0.02  0.91  0.09 -0.10  0.10 -0.08 -0.05  0.08 -0.08 -0.04  0.00 -0.08 -0.13  0.13  0.15 -0.13  0.13 -0.05  0.07  0.16  0.08  0.15 -0.22 -0.06  0.23  0.09  0.29  0.30  0.31  0.30  0.31  0.28  0.25  0.29  0.32  0.30  0.29  0.28  0.26  0.28  0.29  0.02  0.30  0.27  0.24  0.28  0.28  0.26  0.27  0.11 -0.08  0.10 -0.09 
x47:  -0.04  0.02  0.06  0.06  0.05  0.00  0.00  0.00  0.00  0.13 -0.13 -0.27 -0.02 -0.02  0.08  0.98  0.86  0.21  0.15 -0.08 -0.16  0.08 -0.17  0.06 -0.09 -0.06  0.06 -0.12  0.12 -0.16 -0.02  0.09 -0.14  0.00 -0.17  0.15  0.03  0.06  0.34  0.26  0.03 -0.18 -0.15 -0.25 -0.02 -0.02  0.09  1.00  0.85 -0.13  0.13  0.17 -0.17 -0.14  0.37 -0.17  0.03  0.05  0.00  0.00 -0.16  0.16  0.00  0.00  0.00  0.00  0.08 -0.04 -0.01 -0.06  0.15  0.00 -0.04 -0.25 -0.02 -0.02  0.09  1.00 -0.23 -0.02 -0.02  0.09  0.97 -0.25 -0.02 -0.02  0.07  0.95 -0.85  0.85 -0.09 -0.10  0.24 -0.24 -0.23 -0.19 -0.16 -0.37  0.37  0.34 -0.30  0.32 -0.25  0.31  0.28  0.31  0.34 -0.06  0.01  0.07  0.02  0.03  0.03  0.03  0.03  0.03  0.06  0.09  0.06  0.13  0.04  0.07  0.04  0.04  0.05  0.06  0.02  0.05  0.10  0.13  0.10  0.17  0.13  0.06  0.05  0.00  0.04 -0.01 
x48:  -0.03  0.01  0.06  0.06  0.06  0.00  0.00  0.00  0.00  0.12 -0.12 -0.22 -0.03 -0.02  0.10  0.82  0.99  0.20  0.15 -0.05 -0.17  0.09 -0.17  0.06 -0.10 -0.05  0.09 -0.12  0.13 -0.17  0.00  0.10 -0.14 -0.01 -0.19  0.16  0.04  0.08  0.34  0.26  0.02 -0.17 -0.16 -0.21 -0.03 -0.02  0.10  0.85  1.00 -0.14  0.14  0.17 -0.17 -0.13  0.37 -0.19  0.04  0.06 -0.02  0.02 -0.14  0.14  0.00  0.00  0.00  0.00  0.06 -0.04 -0.01 -0.04  0.15 -0.01 -0.02 -0.21 -0.03 -0.02  0.10  0.85 -0.19 -0.03 -0.02  0.10  0.84 -0.20 -0.03 -0.02  0.09  0.78 -1.00  1.00 -0.09 -0.09  0.26 -0.26 -0.24 -0.20 -0.18 -0.37  0.37  0.34 -0.31  0.33 -0.24  0.29  0.29  0.30  0.34 -0.08  0.01  0.09  0.03  0.06  0.06  0.07  0.06  0.06  0.09  0.12  0.09  0.16  0.08  0.11  0.07  0.07  0.08  0.09  0.02  0.08  0.13  0.15  0.12  0.20  0.16  0.09  0.06  0.00  0.05  0.00 
x49:   0.03 -0.03 -0.06 -0.06 -0.05  0.00  0.00  0.00  0.00 -0.41  0.41  0.15  0.00 -0.14 -0.13 -0.13 -0.14 -0.48 -0.40 -0.52  0.93 -0.21  0.36 -0.03  0.57 -0.03 -0.25  0.07 -0.08  0.79 -0.13 -0.21  0.36 -0.05  0.59 -0.44 -0.31 -0.18 -0.46 -0.66 -0.14  0.39  0.45  0.15 -0.01 -0.15 -0.11 -0.13 -0.14  1.00 -1.00 -0.40  0.40 -0.20 -0.36  0.59 -0.31 -0.05 -0.20  0.20  0.22 -0.22  0.00  0.00  0.00  0.00 -0.20 -0.11 -0.03  0.10 -0.04  0.20  0.11  0.15 -0.01 -0.15 -0.11 -0.13  0.16  0.00 -0.15 -0.10 -0.12  0.11  0.00 -0.13 -0.11 -0.12  0.14 -0.14  0.86  0.55  0.01 -0.01 -0.07 -0.11  0.02  0.36 -0.36 -0.57  0.37 -0.37  0.13 -0.17 -0.57 -0.31 -0.57  0.42 -0.29 -0.26 -0.02 -0.24 -0.23 -0.23 -0.23 -0.22 -0.24 -0.24 -0.21 -0.25 -0.23 -0.23 -0.19 -0.36 -0.36 -0.36 -0.04 -0.36 -0.29 -0.30 -0.27 -0.30 -0.30 -0.26 -0.21  0.21 -0.15  0.21 
x50:  -0.03  0.03  0.06  0.06  0.05  0.00  0.00  0.00  0.00  0.41 -0.41 -0.15  0.00  0.14  0.13  0.13  0.14  0.48  0.40  0.52 -0.93  0.21 -0.36  0.03 -0.57  0.03  0.25 -0.07  0.08 -0.79  0.13  0.21 -0.36  0.05 -0.59  0.44  0.31  0.18  0.46  0.66  0.14 -0.39 -0.45 -0.15  0.01  0.15  0.11  0.13  0.14 -1.00  1.00  0.40 -0.40  0.20  0.36 -0.59  0.31  0.05  0.20 -0.20 -0.22  0.22  0.00  0.00  0.00  0.00  0.20  0.11  0.03 -0.10  0.04 -0.20 -0.11 -0.15  0.01  0.15  0.11  0.13 -0.16  0.00  0.15  0.10  0.12 -0.11  0.00  0.13  0.11  0.12 -0.14  0.14 -0.86 -0.55 -0.01  0.01  0.07  0.11 -0.02 -0.36  0.36  0.57 -0.37  0.37 -0.13  0.17  0.57  0.31  0.57 -0.42  0.29  0.26  0.02  0.24  0.23  0.23  0.23  0.22  0.24  0.24  0.21  0.25  0.23  0.23  0.19  0.36  0.36  0.36  0.04  0.36  0.29  0.30  0.27  0.30  0.30  0.26  0.21 -0.21  0.15 -0.21 
x51:  -0.12  0.02  0.10  0.10  0.10  0.00  0.00  0.00  0.00  0.18 -0.18 -0.28  0.04  0.24  0.21  0.18  0.19  0.09  0.31  0.14 -0.36  0.51 -0.54  0.21 -0.16  0.28  0.52 -0.41  0.24 -0.32  0.37 -0.30  0.31  0.13 -0.09 -0.20  0.84 -0.39  0.15  0.08  0.30 -0.35  0.18 -0.27  0.05  0.24  0.20  0.17  0.17 -0.40  0.40  1.00 -1.00 -0.35  0.15 -0.09  0.84  0.10 -0.01  0.01 -0.43  0.43  0.00  0.00  0.00  0.00  0.22 -0.08 -0.02  0.12  0.03 -0.24  0.01 -0.27  0.05  0.24  0.20  0.17 -0.24  0.03  0.24  0.17  0.14 -0.21  0.04  0.24  0.20  0.17 -0.17  0.17 -0.26 -0.26  0.37 -0.37 -0.27 -0.07 -0.28 -0.17  0.17  0.17 -0.17  0.19 -0.04  0.08  0.21  0.11  0.17 -0.35  0.13  0.29  0.07  0.28  0.28  0.28  0.29  0.28  0.26  0.30  0.26  0.29  0.29  0.28  0.28  0.35  0.36  0.37  0.07  0.37  0.35  0.40  0.33  0.38  0.37  0.35  0.19 -0.14  0.15 -0.15 
x52:   0.12 -0.02 -0.10 -0.10 -0.10  0.00  0.00  0.00  0.00 -0.18  0.18  0.28 -0.04 -0.24 -0.21 -0.18 -0.19 -0.09 -0.31 -0.14  0.36 -0.51  0.54 -0.21  0.16 -0.28 -0.52  0.41 -0.24  0.32 -0.37  0.30 -0.31 -0.13  0.09  0.20 -0.84  0.39 -0.15 -0.08 -0.30  0.35 -0.18  0.27 -0.05 -0.24 -0.20 -0.17 -0.17  0.40 -0.40 -1.00  1.00  0.35 -0.15  0.09 -0.84 -0.10  0.01 -0.01  0.43 -0.43  0.00  0.00  0.00  0.00 -0.22  0.08  0.02 -0.12 -0.03  0.24 -0.01  0.27 -0.05 -0.24 -0.20 -0.17  0.24 -0.03 -0.24 -0.17 -0.14  0.21 -0.04 -0.24 -0.20 -0.17  0.17 -0.17  0.26  0.26 -0.37  0.37  0.27  0.07  0.28  0.17 -0.17 -0.17  0.17 -0.19  0.04 -0.08 -0.21 -0.11 -0.17  0.35 -0.13 -0.29 -0.07 -0.28 -0.28 -0.28 -0.29 -0.28 -0.26 -0.30 -0.26 -0.29 -0.29 -0.28 -0.28 -0.35 -0.36 -0.37 -0.07 -0.37 -0.35 -0.40 -0.33 -0.38 -0.37 -0.35 -0.19  0.14 -0.15  0.15 
x53:   0.04  0.02 -0.06 -0.05 -0.06  0.00  0.00  0.00  0.00  0.11 -0.11  0.30 -0.14 -0.25 -0.03 -0.14 -0.13 -0.10 -0.11  0.38 -0.16 -0.39  0.56 -0.19 -0.27 -0.20 -0.31  0.62 -0.18 -0.33 -0.15  0.49 -0.61 -0.11 -0.65  0.70 -0.31  0.52 -0.24  0.18 -0.09  0.58 -0.70  0.30 -0.14 -0.25 -0.04 -0.14 -0.13 -0.20  0.20 -0.35  0.35  1.00 -0.25 -0.65 -0.31 -0.06  0.15 -0.15  0.38 -0.38  0.00  0.00  0.00  0.00 -0.14  0.24  0.06 -0.01 -0.05 -0.06  0.07  0.30 -0.14 -0.25 -0.04 -0.14  0.27 -0.13 -0.25 -0.02 -0.12  0.23 -0.12 -0.23 -0.03 -0.12  0.13 -0.13 -0.25 -0.17 -0.53  0.53  0.45  0.26  0.32  0.26 -0.26  0.10  0.24 -0.28  0.07 -0.13  0.02  0.09  0.10 -0.20  0.11  0.12 -0.01  0.17  0.16  0.15  0.15  0.15  0.13  0.05  0.11  0.07  0.15  0.13  0.13  0.20  0.19  0.17 -0.04  0.17  0.04 -0.06  0.03 -0.01  0.04  0.09  0.00 -0.10  0.04 -0.08 
x54:  -0.05  0.01  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.23 -0.23 -0.50  0.14  0.44  0.12  0.36  0.37  0.70  0.33 -0.21 -0.47  0.12 -0.44  0.02 -0.24 -0.27  0.14 -0.27  0.09 -0.39 -0.28  0.41 -0.55 -0.05 -0.50  0.51 -0.15  0.37  0.93  0.74  0.02 -0.43 -0.52 -0.50  0.15  0.45  0.13  0.37  0.37 -0.36  0.36  0.15 -0.15 -0.25  1.00 -0.50 -0.15 -0.01  0.09 -0.09 -0.01  0.01  0.00  0.00  0.00  0.00 -0.07 -0.01  0.05 -0.09  0.10  0.10 -0.08 -0.50  0.15  0.45  0.13  0.37 -0.52  0.16  0.45  0.13  0.37 -0.41  0.13  0.42  0.10  0.34 -0.37  0.37 -0.36 -0.20  0.07 -0.07 -0.06 -0.14  0.03 -1.00  1.00  0.90 -0.87  0.93 -0.54  0.66  0.81  0.61  0.90  0.00  0.00  0.00  0.00  0.00  0.00 -0.01 -0.01 -0.02  0.01  0.04 -0.02  0.05 -0.01  0.00 -0.05  0.01  0.02  0.04  0.00  0.05 -0.01  0.02 -0.01  0.03  0.01 -0.04 -0.03 -0.01 -0.02 -0.08 
x55:   0.03 -0.03  0.02  0.01  0.03  0.00  0.00  0.00  0.00 -0.34  0.34  0.11  0.03 -0.10 -0.13 -0.16 -0.18 -0.40 -0.24 -0.28  0.60  0.10 -0.06  0.12  0.50  0.31  0.01 -0.28  0.06  0.71  0.24 -0.61  0.82  0.07  1.00 -0.94  0.05 -0.60 -0.47 -0.70 -0.03 -0.14  0.95  0.11  0.03 -0.11 -0.12 -0.17 -0.19  0.59 -0.59 -0.09  0.09 -0.65 -0.50  1.00  0.05  0.03 -0.20  0.20 -0.22  0.22  0.00  0.00  0.00  0.00  0.11 -0.20 -0.08  0.03 -0.04  0.08 -0.02  0.11  0.03 -0.11 -0.12 -0.17  0.14  0.01 -0.11 -0.13 -0.18  0.10  0.03 -0.10 -0.11 -0.16  0.19 -0.19  0.59  0.40  0.35 -0.35 -0.33 -0.16 -0.24  0.50 -0.50 -0.77  0.44 -0.44  0.31 -0.34 -0.65 -0.53 -0.77  0.33 -0.16 -0.23 -0.01 -0.27 -0.26 -0.24 -0.25 -0.24 -0.23 -0.18 -0.20 -0.20 -0.25 -0.23 -0.20 -0.33 -0.34 -0.34  0.03 -0.34 -0.16 -0.10 -0.15 -0.16 -0.19 -0.19 -0.05  0.16 -0.08  0.18 
x56:  -0.06  0.01  0.10  0.10  0.10  0.00  0.00  0.00  0.00  0.13 -0.13 -0.01 -0.03 -0.02  0.17  0.04  0.05 -0.16  0.26  0.20 -0.23  0.50 -0.35  0.12 -0.13  0.27  0.50 -0.25  0.11 -0.24  0.36 -0.50  0.53  0.20  0.05 -0.38  1.00 -0.53 -0.11 -0.18  0.29 -0.20  0.37  0.00 -0.03 -0.02  0.15  0.03  0.04 -0.31  0.31  0.84 -0.84 -0.31 -0.15  0.05  1.00  0.10 -0.04  0.04 -0.39  0.39  0.00  0.00  0.00  0.00  0.23 -0.05 -0.04  0.15  0.01 -0.28  0.05  0.00 -0.03 -0.02  0.15  0.03  0.02 -0.05 -0.02  0.11  0.01  0.01 -0.03 -0.02  0.17  0.03 -0.04  0.04 -0.18 -0.23  0.28 -0.28 -0.17  0.07 -0.25  0.13 -0.13 -0.11  0.07 -0.07  0.14 -0.15 -0.03 -0.13 -0.11 -0.39  0.15  0.32  0.06  0.29  0.30  0.31  0.30  0.30  0.26  0.28  0.28  0.29  0.31  0.29  0.30  0.37  0.37  0.38  0.05  0.38  0.36  0.38  0.35  0.37  0.38  0.37  0.20 -0.14  0.16 -0.13 
x57:  -0.02  0.00  1.00  1.00  1.00  0.00  0.00  0.00  0.00 -0.01  0.01 -0.07  0.06 -0.02  0.07  0.06  0.06 -0.02  0.03  0.04 -0.04  0.09 -0.08  0.06 -0.02  0.02  0.10 -0.08  0.07 -0.04  0.07 -0.05  0.07  0.01  0.03 -0.06  0.10 -0.06  0.01 -0.02  0.00 -0.04  0.06 -0.06  0.06 -0.02  0.06  0.05  0.06 -0.05  0.05  0.10 -0.10 -0.06 -0.01  0.03  0.10  1.00  0.03 -0.03 -0.12  0.12  0.00  0.00  0.00  0.00  0.10  0.00 -0.01 -0.02 -0.01 -0.06 -0.01 -0.06  0.06 -0.02  0.06  0.05 -0.04  0.04 -0.02  0.05  0.03 -0.07  0.06 -0.02  0.07  0.05 -0.06  0.06 -0.03 -0.02  0.07 -0.07 -0.05  0.02 -0.08  0.00  0.00 -0.01 -0.01  0.01  0.02 -0.02  0.02 -0.02 -0.01 -0.09  0.03  0.08  0.46  0.07  0.07  0.08  0.08  0.08  0.09  0.11  0.10  0.10  0.08  0.08  0.09  0.08  0.08  0.09  0.01  0.10  0.11  0.13  0.12  0.12  0.10  0.10  0.05 -0.03  0.04 -0.02 
x58:   0.04  0.02  0.04  0.04  0.03  0.00  0.00  0.00  0.00 -0.10  0.10  0.02  0.04 -0.12  0.09  0.00 -0.02  0.13  0.19  0.03 -0.23  0.07 -0.08 -0.04 -0.14 -0.19  0.15 -0.13  0.02 -0.09 -0.01  0.12 -0.23  0.04 -0.20  0.20 -0.04  0.12  0.17  0.24  0.00 -0.10 -0.20  0.02  0.03 -0.11  0.08  0.00 -0.02 -0.20  0.20 -0.01  0.01  0.15  0.09 -0.20 -0.04  0.03  1.00 -1.00 -0.05  0.05  0.00  0.00  0.00  0.00  0.26  0.28  0.17 -0.59 -0.03 -0.01 -0.12  0.02  0.03 -0.11  0.08  0.00  0.04  0.03 -0.11  0.07  0.00  0.03  0.04 -0.10  0.07  0.00  0.02 -0.02 -0.22  0.01 -0.34  0.34  0.33  0.31  0.07 -0.09  0.09  0.20 -0.10  0.12  0.06  0.00  0.25  0.04  0.20 -0.13  0.18  0.04  0.02  0.08  0.06  0.03  0.04  0.04  0.17  0.11  0.15  0.15  0.04  0.11  0.05  0.13  0.14  0.13  0.15  0.13  0.17  0.11  0.17  0.14  0.14  0.07  0.17 -0.16  0.11 -0.13 
x59:  -0.04 -0.02 -0.04 -0.04 -0.03  0.00  0.00  0.00  0.00  0.10 -0.10 -0.02 -0.04  0.12 -0.09  0.00  0.02 -0.13 -0.19 -0.03  0.23 -0.07  0.08  0.04  0.14  0.19 -0.15  0.13 -0.02  0.09  0.01 -0.12  0.23 -0.04  0.20 -0.20  0.04 -0.12 -0.17 -0.24  0.00  0.10  0.20 -0.02 -0.03  0.11 -0.08  0.00  0.02  0.20 -0.20  0.01 -0.01 -0.15 -0.09  0.20  0.04 -0.03 -1.00  1.00  0.05 -0.05  0.00  0.00  0.00  0.00 -0.26 -0.28 -0.17  0.59  0.03  0.01  0.12 -0.02 -0.03  0.11 -0.08  0.00 -0.04 -0.03  0.11 -0.07  0.00 -0.03 -0.04  0.10 -0.07  0.00 -0.02  0.02  0.22 -0.01  0.34 -0.34 -0.33 -0.31 -0.07  0.09 -0.09 -0.20  0.10 -0.12 -0.06  0.00 -0.25 -0.04 -0.20  0.13 -0.18 -0.04 -0.02 -0.08 -0.06 -0.03 -0.04 -0.04 -0.17 -0.11 -0.15 -0.15 -0.04 -0.11 -0.05 -0.13 -0.14 -0.13 -0.15 -0.13 -0.17 -0.11 -0.17 -0.14 -0.14 -0.07 -0.17  0.16 -0.11  0.13 
x60:   0.01  0.00 -0.12 -0.12 -0.12  0.00  0.00  0.00  0.00  0.00  0.00  0.28 -0.20 -0.08 -0.13 -0.17 -0.15 -0.09 -0.32  0.13  0.17 -0.42  0.49 -0.28  0.03 -0.21 -0.38  0.52 -0.35  0.02 -0.35  0.45 -0.33 -0.31 -0.22  0.34 -0.39  0.48 -0.07 -0.06 -0.09  0.48 -0.33  0.27 -0.20 -0.08 -0.12 -0.16 -0.14  0.22 -0.22 -0.43  0.43  0.38 -0.01 -0.22 -0.39 -0.12 -0.05  0.05  1.00 -1.00  0.00  0.00  0.00  0.00 -0.48  0.25  0.08  0.09 -0.03  0.14  0.09  0.27 -0.20 -0.08 -0.12 -0.16  0.24 -0.16 -0.07 -0.10 -0.12  0.23 -0.20 -0.10 -0.12 -0.15  0.14 -0.14  0.13  0.01 -0.50  0.50  0.44  0.17  0.35  0.01 -0.01  0.04  0.08 -0.02 -0.09  0.01  0.01  0.02  0.04  0.17 -0.16 -0.08 -0.03  0.00 -0.02 -0.03 -0.02 -0.02 -0.04 -0.09 -0.06 -0.08 -0.02 -0.05 -0.02 -0.04 -0.05 -0.06 -0.14 -0.07 -0.24 -0.33 -0.25 -0.28 -0.24 -0.14 -0.24  0.06 -0.09  0.05 
x61:  -0.01  0.00  0.12  0.12  0.12  0.00  0.00  0.00  0.00  0.00  0.00 -0.28  0.20  0.08  0.13  0.17  0.15  0.09  0.32 -0.13 -0.17  0.42 -0.49  0.28 -0.03  0.21  0.38 -0.52  0.35 -0.02  0.35 -0.45  0.33  0.31  0.22 -0.34  0.39 -0.48  0.07  0.06  0.09 -0.48  0.33 -0.27  0.20  0.08  0.12  0.16  0.14 -0.22  0.22  0.43 -0.43 -0.38  0.01  0.22  0.39  0.12  0.05 -0.05 -1.00  1.00  0.00  0.00  0.00  0.00  0.48 -0.25 -0.08 -0.09  0.03 -0.14 -0.09 -0.27  0.20  0.08  0.12  0.16 -0.24  0.16  0.07  0.10  0.12 -0.23  0.20  0.10  0.12  0.15 -0.14  0.14 -0.13 -0.01  0.50 -0.50 -0.44 -0.17 -0.35 -0.01  0.01 -0.04 -0.08  0.02  0.09 -0.01 -0.01 -0.02 -0.04 -0.17  0.16  0.08  0.03  0.00  0.02  0.03  0.02  0.02  0.04  0.09  0.06  0.08  0.02  0.05  0.02  0.04  0.05  0.06  0.14  0.07  0.24  0.33  0.25  0.28  0.24  0.14  0.24 -0.06  0.09 -0.05 
x62:   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  1.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00 
x63:   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  1.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00 
